,team,result,details,drive_start,game_id
2106,ten,FIELD GOAL,"12 PLAYS, 60 YARDS, 6:39",1st & 10 at TEN 24,401326429
2107,kc,INTERCEPTION,"1 PLAY, 0 YARDS, 0:11",1st & 10 at KC 25,401326429
2108,ten,TOUCHDOWN,"8 PLAYS, 46 YARDS, 5:08",1st & 10 at KC 46,401326429
2109,kc,FUMBLE,"4 PLAYS, 23 YARDS, 1:00",1st & 10 at KC 25,401326429
2110,ten,FIELD GOAL,"8 PLAYS, 18 YARDS, 1:45",1st & 10 at TEN 49,401326429
2111,kc,END OF HALF,"1 PLAY, -1 YARD, 0:03",1st & 10 at KC 25,401326429
2112,kc,FIELD GOAL,"10 PLAYS, 51 YARDS, 4:00",1st & 10 at KC 25,401326429
2113,ten,INTERCEPTION,"12 PLAYS, 65 YARDS, 7:21",1st & 10 at TEN 16,401326429
2114,kc,MISSED FG,"8 PLAYS, 41 YARDS, 3:28",1st & 10 at KC 20,401326429
2115,ten,PUNT,"3 PLAYS, 5 YARDS, 1:41",1st & 10 at TEN 47,401326429
2116,kc,DOWNS,"18 PLAYS, 64 YARDS, 5:11",1st & 10 at KC 3,401326429
2117,ten,PUNT,"5 PLAYS, 15 YARDS, 3:55",1st & 10 at TEN 33,401326429
2118,kc,FUMBLE,"17 PLAYS, 91 YARDS, 4:16",1st & 10 at KC 3,401326429
2119,ten,END OF GAME,"1 PLAY, -1 YARD, 0:08",1st & 10 at TEN 4,401326429
2120,det,TOUCHDOWN,"6 PLAYS, 75 YARDS, 2:53",1st & 10 at DET 25,401326430
2121,det,FIELD GOAL,"10 PLAYS, 35 YARDS, 4:39",1st & 10 at DET 47,401326430
2122,lar,FIELD GOAL,"10 PLAYS, 67 YARDS, 4:33",1st & 10 at LAR 18,401326430
2123,det,FIELD GOAL,"8 PLAYS, 46 YARDS, 4:15",1st & 10 at DET 25,401326430
2124,lar,TOUCHDOWN,"11 PLAYS, 84 YARDS, 5:04",1st & 10 at LAR 16,401326430
2125,det,PUNT,"3 PLAYS, 8 YARDS, 1:29",1st & 10 at DET 30,401326430
2126,lar,TOUCHDOWN,"11 PLAYS, 74 YARDS, 5:44",1st & 10 at LAR 26,401326430
2127,det,FIELD GOAL,"8 PLAYS, 52 YARDS, 1:19",1st & 10 at DET 25,401326430
2128,lar,END OF HALF,"1 PLAY, -1 YARD, 0:04",1st & 10 at LAR 25,401326430
2129,lar,PUNT,"7 PLAYS, 19 YARDS, 2:33",1st & 10 at LAR 19,401326430
2130,det,DOWNS,"11 PLAYS, 61 YARDS, 6:13",1st & 10 at DET 21,401326430
2131,lar,DOWNS,"5 PLAYS, 36 YARDS, 2:18",1st & 10 at LAR 18,401326430
2132,det,FIELD GOAL,"6 PLAYS, 41 YARDS, 2:13",1st & 10 at DET 46,401326430
2133,lar,TOUCHDOWN,"8 PLAYS, 90 YARDS, 2:44",1st & 10 at LAR 10,401326430
2134,det,INTERCEPTION,"15 PLAYS, 63 YARDS, 9:06",1st & 10 at DET 25,401326430
2135,lar,FIELD GOAL,"9 PLAYS, 48 YARDS, 3:55",1st & 10 at LAR 23,401326430
2136,det,INTERCEPTION,"4 PLAYS, 19 YARDS, 0:33",1st & 10 at DET 25,401326430
2137,lar,END OF GAME,"1 PLAY, -1 YARD, 0:25",1st & 10 at DET 46,401326430
2138,phi,TOUCHDOWN,"8 PLAYS, 67 YARDS, 3:59",1st & 10 at PHI 33,401326431
2139,lv,INTERCEPTION,"11 PLAYS, 66 YARDS, 6:22",1st & 10 at LV 25,401326431
2140,phi,PUNT,"8 PLAYS, 22 YARDS, 3:45",1st & 10 at PHI 4,401326431
2141,lv,TOUCHDOWN,"9 PLAYS, 72 YARDS, 4:40",1st & 10 at LV 28,401326431
2142,phi,PUNT,"9 PLAYS, 26 YARDS, 5:10",1st & 10 at PHI 25,401326431
2143,lv,TOUCHDOWN,"10 PLAYS, 96 YARDS, 4:26",1st & 10 at LV 4,401326431
2144,phi,FUMBLE,"1 PLAY, 4 YARDS, 0:04",1st & 10 at PHI 25,401326431
2145,lv,FIELD GOAL,"7 PLAYS, 19 YARDS, 1:32",1st & 10 at PHI 29,401326431
2146,phi,END OF HALF,"1 PLAY, -1 YARD, 0:02",1st & 10 at PHI 25,401326431
2147,lv,TOUCHDOWN,"6 PLAYS, 41 YARDS, 3:12",1st & 10 at PHI 41,401326431
2148,phi,PUNT,"4 PLAYS, -10 YARDS, 2:47",1st & 10 at PHI 23,401326431
2149,lv,TOUCHDOWN,"7 PLAYS, 50 YARDS, 2:46",1st & 10 at 50,401326431
2150,phi,FUMBLE,"9 PLAYS, 69 YARDS, 3:22",1st & 10 at PHI 25,401326431
2151,lv,PUNT,"3 PLAYS, 0 YARDS, 2:45",1st & 10 at LV 6,401326431
2152,phi,TOUCHDOWN,"8 PLAYS, 59 YARDS, 3:30",1st & 10 at PHI 41,401326431
2153,lv,FIELD GOAL,"8 PLAYS, 54 YARDS, 4:21",1st & 10 at LV 25,401326431
2154,phi,TOUCHDOWN,"12 PLAYS, 75 YARDS, 3:27",,401326431
2155,lv,PUNT,"3 PLAYS, 0 YARDS, 1:44",1st & 10 at PHI 44,401326431
2156,phi,DOWNS,"8 PLAYS, 25 YARDS, 1:23",1st & 10 at PHI 9,401326431
2157,lv,END OF GAME,"1 PLAY, -1 YARD, 0:43",1st & 10 at PHI 34,401326431
2158,ari,PUNT,"5 PLAYS, 15 YARDS, 2:23",1st & 10 at ARI 17,401326432
2159,hou,PUNT,"3 PLAYS, -6 YARDS, 1:41",1st & 10 at HOU 27,401326432
2160,ari,PUNT,"3 PLAYS, -12 YARDS, 2:33",1st & 10 at ARI 44,401326432
2161,hou,PUNT,"7 PLAYS, 18 YARDS, 5:17",1st & 10 at HOU 36,401326432
2162,ari,SAFETY,"1 PLAY, -2 YARDS, 0:08",1st & 10 at ARI 2,401326432
2163,hou,FIELD GOAL,"5 PLAYS, 25 YARDS, 3:03",1st & 10 at HOU 40,401326432
2164,ari,TOUCHDOWN,"14 PLAYS, 75 YARDS, 5:54",1st & 10 at ARI 25,401326432
2165,hou,FUMBLE,"6 PLAYS, 24 YARDS, 3:18",1st & 10 at HOU 25,401326432
2166,ari,TOUCHDOWN,"6 PLAYS, 49 YARDS, 2:58",1st & 10 at HOU 49,401326432
2167,hou,PUNT,"3 PLAYS, 7 YARDS, 1:08",1st & 10 at HOU 25,401326432
2168,ari,FIELD GOAL,"8 PLAYS, 61 YARDS, 1:32",1st & 10 at ARI 26,401326432
2169,hou,END OF HALF,"0 PLAYS, 0 YARDS, 0:05",,401326432
2170,hou,PUNT,"6 PLAYS, 13 YARDS, 3:29",1st & 10 at HOU 25,401326432
2171,ari,TOUCHDOWN,"7 PLAYS, 88 YARDS, 3:33",1st & 10 at ARI 12,401326432
2172,hou,PUNT,"3 PLAYS, 8 YARDS, 1:32",1st & 10 at HOU 25,401326432
2173,ari,INTERCEPTION,"5 PLAYS, 15 YARDS, 2:05",1st & 10 at ARI 24,401326432
2174,hou,PUNT,"3 PLAYS, 2 YARDS, 2:02",1st & 10 at ARI 46,401326432
2175,ari,PUNT,"3 PLAYS, -4 YARDS, 1:44",1st & 10 at ARI 20,401326432
2176,hou,DOWNS,"4 PLAYS, 5 YARDS, 1:20",1st & 10 at ARI 42,401326432
2177,ari,TOUCHDOWN,"7 PLAYS, 63 YARDS, 3:53",1st & 10 at ARI 37,401326432
2178,hou,PUNT,"3 PLAYS, 2 YARDS, 1:20",1st & 10 at HOU 25,401326432
2179,ari,PUNT,"6 PLAYS, 26 YARDS, 4:23",1st & 10 at ARI 4,401326432
2180,hou,DOWNS,"7 PLAYS, 28 YARDS, 1:42",1st & 10 at HOU 21,401326432
2181,ari,END OF GAME,"5 PLAYS, 13 YARDS, 2:57",1st & 10 at HOU 49,401326432
2182,chi,PUNT,"3 PLAYS, 0 YARDS, 2:11",1st & 10 at CHI 25,401326433
2183,tb,TOUCHDOWN,"2 PLAYS, 32 YARDS, 0:51",1st & 10 at CHI 32,401326433
2184,chi,PUNT,"4 PLAYS, 31 YARDS, 2:11",1st & 10 at CHI 25,401326433
2185,tb,PUNT,"3 PLAYS, 0 YARDS, 1:37",1st & 10 at TB 16,401326433
2186,chi,INTERCEPTION,"3 PLAYS, 5 YARDS, 0:57",1st & 10 at CHI 35,401326433
2187,tb,TOUCHDOWN,"6 PLAYS, 40 YARDS, 2:36",1st & 10 at CHI 40,401326433
2188,chi,FUMBLE,"5 PLAYS, 10 YARDS, 2:30",1st & 10 at CHI 25,401326433
2189,tb,TOUCHDOWN,"5 PLAYS, 35 YARDS, 2:01",1st & 10 at CHI 35,401326433
2190,chi,PUNT,"3 PLAYS, 8 YARDS, 0:58",1st & 10 at CHI 25,401326433
2191,tb,PUNT,"5 PLAYS, 13 YARDS, 1:44",1st & 10 at TB 29,401326433
2192,chi,FUMBLE,"4 PLAYS, 11 YARDS, 2:06",1st & 10 at CHI 29,401326433
2193,tb,MISSED FG,"4 PLAYS, 0 YARDS, 0:17",1st & 10 at CHI 25,401326433
2194,chi,FIELD GOAL,"10 PLAYS, 57 YARDS, 3:53",1st & 10 at CHI 33,401326433
2195,tb,TOUCHDOWN,"5 PLAYS, 75 YARDS, 2:33",1st & 10 at TB 25,401326433
2196,chi,DOWNS,"6 PLAYS, 23 YARDS, 1:41",1st & 10 at CHI 25,401326433
2197,tb,TOUCHDOWN,"10 PLAYS, 48 YARDS, 1:45",1st & 10 at CHI 48,401326433
2198,chi,END OF HALF,"1 PLAY, 8 YARDS, 0:09",1st & 10 at CHI 25,401326433
2199,tb,PUNT,"6 PLAYS, 37 YARDS, 3:00",1st & 10 at TB 17,401326433
2200,chi,INTERCEPTION,"8 PLAYS, 55 YARDS, 4:33",1st & 10 at CHI 20,401326433
2201,tb,FUMBLE,"12 PLAYS, 65 YARDS, 7:08",1st & 10 at TB 33,401326433
2202,chi,INTERCEPTION,"2 PLAYS, -1 YARD, 0:26",1st & 10 at CHI 2,401326433
2203,tb,FIELD GOAL,"6 PLAYS, 33 YARDS, 2:02",1st & 10 at CHI 37,401326433
2204,chi,PUNT,"7 PLAYS, 31 YARDS, 4:53",1st & 10 at CHI 25,401326433
2205,tb,PUNT,"8 PLAYS, 42 YARDS, 5:31",1st & 10 at TB 20,401326433
2206,chi,END OF GAME,"10 PLAYS, 61 YARDS, 2:27",1st & 10 at CHI 14,401326433
2207,sf,TOUCHDOWN,"8 PLAYS, 78 YARDS, 4:48",1st & 10 at SF 22,401326434
2208,ind,FUMBLE,"1 PLAY, 2 YARDS, 0:20",1st & 10 at IND 25,401326434
2209,sf,FIELD GOAL,"5 PLAYS, 12 YARDS, 1:44",1st & 10 at IND 28,401326434
2210,ind,TOUCHDOWN,"6 PLAYS, 75 YARDS, 2:53",1st & 10 at IND 25,401326434
2211,sf,FIELD GOAL,"6 PLAYS, 39 YARDS, 2:48",1st & 10 at SF 24,401326434
2212,ind,FUMBLE,"6 PLAYS, 68 YARDS, 2:35",1st & 10 at IND 25,401326434
2213,sf,PUNT,"3 PLAYS, 6 YARDS, 1:01",1st & 10 at SF 19,401326434
2214,ind,PUNT,"5 PLAYS, 18 YARDS, 2:26",1st & 10 at IND 38,401326434
2215,sf,PUNT,"3 PLAYS, 7 YARDS, 2:03",1st & 10 at SF 10,401326434
2216,ind,PUNT,"3 PLAYS, 3 YARDS, 1:43",1st & 10 at IND 18,401326434
2217,sf,PUNT,"3 PLAYS, 2 YARDS, 0:57",1st & 10 at SF 20,401326434
2218,ind,PUNT,"3 PLAYS, 4 YARDS, 2:10",1st & 10 at IND 30,401326434
2219,sf,FUMBLE,"3 PLAYS, 8 YARDS, 1:30",1st & 10 at SF 20,401326434
2220,ind,TOUCHDOWN,"5 PLAYS, 28 YARDS, 2:02",1st & 10 at SF 28,401326434
2221,sf,END OF HALF,"3 PLAYS, -4 YARDS, 1:00",1st & 10 at SF 33,401326434
2222,ind,PUNT,"9 PLAYS, 30 YARDS, 6:26",1st & 10 at IND 25,401326434
2223,sf,FUMBLE,"7 PLAYS, 23 YARDS, 3:56",1st & 10 at SF 10,401326434
2224,ind,TOUCHDOWN,"1 PLAY, 33 YARDS, 0:53",1st & 10 at SF 33,401326434
2225,sf,PUNT,"3 PLAYS, -8 YARDS, 2:21",1st & 10 at SF 25,401326434
2226,ind,PUNT,"3 PLAYS, -4 YARDS, 2:06",1st & 10 at IND 45,401326434
2227,sf,TOUCHDOWN,"3 PLAYS, 70 YARDS, 1:11",1st & 10 at SF 30,401326434
2228,ind,FIELD GOAL,"10 PLAYS, 49 YARDS, 6:07",1st & 10 at IND 27,401326434
2229,sf,INTERCEPTION,"3 PLAYS, 7 YARDS, 1:40",1st & 10 at SF 31,401326434
2230,ind,TOUCHDOWN,"6 PLAYS, 39 YARDS, 2:31",1st & 10 at SF 39,401326434
2231,sf,INTERCEPTION,"4 PLAYS, 19 YARDS, 0:56",1st & 10 at SF 38,401326434
2232,ind,PUNT,"3 PLAYS, 2 YARDS, 1:44",1st & 10 at IND 16,401326434
2233,sf,END OF GAME,"1 PLAY, -4 YARDS, 0:09",1st & 10 at IND 47,401326434
2234,sea,PUNT,"3 PLAYS, 9 YARDS, 2:19",1st & 10 at SEA 26,401326435
2235,no,PUNT,"4 PLAYS, 14 YARDS, 1:42",1st & 10 at NO 20,401326435
2236,sea,TOUCHDOWN,"2 PLAYS, 84 YARDS, 0:51",1st & 10 at SEA 16,401326435
2237,no,PUNT,"7 PLAYS, 33 YARDS, 4:13",1st & 10 at NO 25,401326435
2238,sea,PUNT,"6 PLAYS, 30 YARDS, 3:03",1st & 10 at SEA 1,401326435
2239,no,PUNT,"3 PLAYS, -2 YARDS, 1:30",1st & 10 at NO 20,401326435
2240,sea,PUNT,"4 PLAYS, 15 YARDS, 1:43",1st & 10 at SEA 41,401326435
2241,no,FIELD GOAL,"19 PLAYS, 86 YARDS, 10:16",1st & 10 at NO 12,401326435
2242,sea,PUNT,"7 PLAYS, 18 YARDS, 1:57",1st & 10 at SEA 23,401326435
2243,no,TOUCHDOWN,"7 PLAYS, 85 YARDS, 1:46",1st & 10 at NO 15,401326435
2244,sea,END OF HALF,"2 PLAYS, -9 YARDS, 0:40",1st & 10 at SEA 18,401326435
2245,no,PUNT,"3 PLAYS, 8 YARDS, 1:31",1st & 10 at NO 32,401326435
2246,sea,MISSED FG,"9 PLAYS, 62 YARDS, 4:46",1st & 10 at SEA 12,401326435
2247,no,PUNT,"5 PLAYS, 9 YARDS, 2:10",1st & 10 at NO 34,401326435
2248,sea,PUNT,"6 PLAYS, 19 YARDS, 4:03",1st & 10 at SEA 16,401326435
2249,no,FUMBLE,"2 PLAYS, 21 YARDS, 0:56",1st & 10 at NO 15,401326435
2250,sea,FIELD GOAL,"4 PLAYS, 0 YARDS, 1:20",1st & 10 at NO 32,401326435
2251,no,PUNT,"5 PLAYS, 10 YARDS, 2:53",1st & 10 at NO 25,401326435
2252,sea,MISSED FG,"11 PLAYS, 45 YARDS, 5:37",1st & 10 at SEA 20,401326435
2253,no,FIELD GOAL,"13 PLAYS, 42 YARDS, 4:48",1st & 10 at NO 43,401326435
2254,sea,DOWNS,"4 PLAYS, -18 YARDS, 0:52",1st & 10 at SEA 25,401326435
2255,no,END OF GAME,"2 PLAYS, -3 YARDS, 1:04",1st & Goal at SEA 7,401326435
2256,gb,PUNT,"4 PLAYS, 4 YARDS, 2:02",1st & 10 at GB 25,401326436
2257,ari,PUNT,"3 PLAYS, 21 YARDS, 1:49",1st & 10 at ARI 13,401326436
2258,gb,PUNT,"3 PLAYS, 7 YARDS, 1:09",1st & 10 at GB 22,401326436
2259,ari,TOUCHDOWN,"7 PLAYS, 63 YARDS, 3:43",1st & 10 at ARI 37,401326436
2260,gb,TOUCHDOWN,"14 PLAYS, 75 YARDS, 8:23",1st & 10 at GB 25,401326436
2261,ari,PUNT,"3 PLAYS, -5 YARDS, 1:15",1st & 10 at ARI 25,401326436
2262,gb,PUNT,"7 PLAYS, 34 YARDS, 4:56",1st & 10 at GB 15,401326436
2263,gb,FIELD GOAL,"4 PLAYS, 0 YARDS, 0:19",1st & 3 at ARI 3,401326436
2264,ari,PUNT,"4 PLAYS, 14 YARDS, 1:54",1st & 10 at ARI 15,401326436
2265,gb,DOWNS,"10 PLAYS, 32 YARDS, 4:30",1st & 10 at GB 16,401326436
2266,ari,INTERCEPTION,"3 PLAYS, -6 YARDS, 1:07",1st & 10 at ARI 15,401326436
2267,gb,TOUCHDOWN,"5 PLAYS, 14 YARDS, 2:16",1st & 10 at ARI 14,401326436
2268,ari,TOUCHDOWN,"12 PLAYS, 81 YARDS, 5:15",1st & 10 at ARI 19,401326436
2269,gb,TOUCHDOWN,"12 PLAYS, 91 YARDS, 6:26",1st & 10 at GB 9,401326436
2270,ari,TOUCHDOWN,"11 PLAYS, 75 YARDS, 4:11",1st & 10 at ARI 25,401326436
2271,gb,DOWNS,"13 PLAYS, 74 YARDS, 7:22",1st & 10 at GB 25,401326436
2272,ari,INTERCEPTION,"12 PLAYS, 94 YARDS, 3:11",1st & 10 at ARI 1,401326436
2273,gb,END OF GAME,"1 PLAY, -1 YARD, 0:12",1st & 10 at GB 20,401326436
2274,car,FUMBLE,"1 PLAY, 0 YARDS, 0:04",1st & 10 at CAR 25,401326437
2275,atl,FIELD GOAL,"4 PLAYS, -2 YARDS, 1:26",1st & 10 at CAR 26,401326437
2276,car,FIELD GOAL,"15 PLAYS, 64 YARDS, 7:17",1st & 10 at CAR 25,401326437
2277,atl,PUNT,"3 PLAYS, 8 YARDS, 1:25",1st & 10 at ATL 20,401326437
2278,car,PUNT,"3 PLAYS, 3 YARDS, 1:27",1st & 10 at CAR 17,401326437
2279,atl,TOUCHDOWN,"8 PLAYS, 61 YARDS, 4:23",1st & 10 at ATL 39,401326437
2280,car,FIELD GOAL,"8 PLAYS, 42 YARDS, 4:45",1st & 10 at CAR 25,401326437
2281,atl,INTERCEPTION,"10 PLAYS, 51 YARDS, 5:41",1st & 10 at ATL 25,401326437
2282,car,PUNT,"6 PLAYS, 26 YARDS, 1:48",1st & 10 at CAR 25,401326437
2283,atl,PUNT,"3 PLAYS, 9 YARDS, 1:20",1st & 10 at ATL 13,401326437
2284,car,FIELD GOAL,"5 PLAYS, 34 YARDS, 0:24",1st & 10 at CAR 27,401326437
2285,atl,PUNT,"4 PLAYS, 20 YARDS, 2:45",1st & 10 at ATL 25,401326437
2286,car,FIELD GOAL,"16 PLAYS, 78 YARDS, 8:42",1st & 10 at CAR 17,401326437
2287,atl,MISSED FG,"10 PLAYS, 48 YARDS, 4:23",1st & 10 at ATL 25,401326437
2288,car,TOUCHDOWN,"15 PLAYS, 65 YARDS, 7:40",1st & 10 at CAR 35,401326437
2289,atl,PUNT,"3 PLAYS, -8 YARDS, 1:25",1st & 10 at ATL 25,401326437
2290,car,PUNT,"3 PLAYS, 5 YARDS, 1:58",1st & 10 at CAR 37,401326437
2291,atl,INTERCEPTION,"6 PLAYS, 45 YARDS, 1:15",1st & 10 at ATL 25,401326437
2292,car,PUNT,"3 PLAYS, 1 YARD, 1:02",1st & 10 at CAR 15,401326437
2293,atl,FIELD GOAL,"2 PLAYS, 25 YARDS, 0:34",1st & 10 at ATL 40,401326437
2294,car,END OF GAME,"1 PLAY, -1 YARD, 0:16",1st & 10 at ATL 46,401326437
2295,buf,PUNT,"3 PLAYS, 5 YARDS, 1:35",1st & 10 at BUF 22,401326438
2296,mia,MISSED FG,"12 PLAYS, 56 YARDS, 5:19",1st & 10 at MIA 26,401326438
2297,buf,FIELD GOAL,"7 PLAYS, 35 YARDS, 4:18",1st & 10 at BUF 26,401326438
2298,mia,PUNT,"8 PLAYS, 21 YARDS, 4:05",1st & 10 at MIA 25,401326438
2299,buf,PUNT,"4 PLAYS, 19 YARDS, 2:42",1st & 10 at BUF 27,401326438
2300,mia,FIELD GOAL,"7 PLAYS, 32 YARDS, 3:51",1st & 10 at MIA 35,401326438
2301,buf,PUNT,"4 PLAYS, 23 YARDS, 1:32",1st & 10 at BUF 25,401326438
2302,mia,PUNT,"8 PLAYS, 34 YARDS, 4:36",1st & 10 at MIA 7,401326438
2303,buf,DOWNS,"7 PLAYS, 21 YARDS, 1:16",1st & 10 at BUF 20,401326438
2304,mia,FUMBLE,"5 PLAYS, 26 YARDS, 0:35",1st & 10 at BUF 41,401326438
2305,buf,END OF HALF,"1 PLAY, -1 YARD, 0:11",1st & 10 at BUF 29,401326438
2306,mia,PUNT,"3 PLAYS, 9 YARDS, 2:10",1st & 10 at MIA 21,401326438
2307,buf,PUNT,"3 PLAYS, -2 YARDS, 0:54",1st & 10 at BUF 21,401326438
2308,mia,PUNT,"3 PLAYS, -1 YARD, 1:01",1st & 10 at MIA 46,401326438
2309,buf,TOUCHDOWN,"13 PLAYS, 80 YARDS, 7:06",1st & 10 at BUF 20,401326438
2310,mia,PUNT,"3 PLAYS, 8 YARDS, 1:37",1st & 10 at MIA 17,401326438
2311,buf,TOUCHDOWN,"9 PLAYS, 69 YARDS, 3:49",1st & 10 at BUF 31,401326438
2312,mia,TOUCHDOWN,"11 PLAYS, 75 YARDS, 3:44",1st & 10 at MIA 25,401326438
2313,buf,FIELD GOAL,"14 PLAYS, 59 YARDS, 6:10",1st & 10 at BUF 20,401326438
2314,mia,INTERCEPTION,"4 PLAYS, -6 YARDS, 1:08",1st & 10 at MIA 25,401326438
2315,buf,TOUCHDOWN,"3 PLAYS, 11 YARDS, 1:14",1st & 10 at MIA 11,401326438
2316,mia,END OF GAME,"2 PLAYS, 5 YARDS, 1:07",1st & 10 at MIA 25,401326438
2317,sf,MISSED FG,"11 PLAYS, 37 YARDS, 5:12",1st & 10 at SF 33,401326439
2318,chi,FIELD GOAL,"9 PLAYS, 41 YARDS, 5:10",1st & 10 at CHI 38,401326439
2319,sf,FIELD GOAL,"6 PLAYS, 45 YARDS, 1:47",1st & 10 at SF 25,401326439
2320,chi,TOUCHDOWN,"11 PLAYS, 74 YARDS, 5:48",1st & 10 at CHI 26,401326439
2321,sf,FIELD GOAL,"7 PLAYS, 41 YARDS, 2:30",1st & 10 at SF 25,401326439
2322,chi,FIELD GOAL,"16 PLAYS, 57 YARDS, 8:17",1st & 10 at CHI 21,401326439
2323,sf,FIELD GOAL,"7 PLAYS, 71 YARDS, 1:16",1st & 10 at SF 25,401326439
2324,chi,FIELD GOAL,"13 PLAYS, 62 YARDS, 6:27",1st & 10 at CHI 31,401326439
2325,sf,TOUCHDOWN,"7 PLAYS, 75 YARDS, 2:37",1st & 10 at SF 25,401326439
2326,chi,PUNT,"7 PLAYS, 16 YARDS, 3:56",1st & 10 at CHI 16,401326439
2327,sf,TOUCHDOWN,"6 PLAYS, 52 YARDS, 2:49",1st & 10 at SF 48,401326439
2328,chi,TOUCHDOWN,"9 PLAYS, 68 YARDS, 4:39",1st & 10 at CHI 32,401326439
2329,sf,TOUCHDOWN,"5 PLAYS, 75 YARDS, 2:58",1st & 10 at SF 25,401326439
2330,chi,PUNT,"4 PLAYS, 1 YARD, 2:10",1st & 10 at CHI 25,401326439
2331,sf,FIELD GOAL,"7 PLAYS, 49 YARDS, 2:28",1st & 10 at SF 37,401326439
2332,chi,INTERCEPTION,"1 PLAY, 0 YARDS, 0:44",1st & 10 at CHI 31,401326439
2333,sf,END OF GAME,"3 PLAYS, -3 YARDS, 1:12",1st & 10 at 50,401326439
2334,cle,FIELD GOAL,"13 PLAYS, 63 YARDS, 6:51",1st & 10 at CLE 25,401326440
2335,pit,PUNT,"7 PLAYS, 22 YARDS, 3:50",1st & 10 at PIT 25,401326440
2336,cle,DOWNS,"8 PLAYS, 45 YARDS, 4:25",1st & 10 at CLE 15,401326440
2337,pit,FIELD GOAL,"10 PLAYS, 47 YARDS, 5:36",1st & 10 at PIT 40,401326440
2338,cle,PUNT,"3 PLAYS, 0 YARDS, 0:48",1st & 10 at CLE 25,401326440
2339,pit,PUNT,"3 PLAYS, 0 YARDS, 1:14",1st & 10 at PIT 23,401326440
2340,cle,PUNT,"3 PLAYS, -5 YARDS, 1:09",1st & 10 at CLE 22,401326440
2341,pit,DOWNS,"12 PLAYS, 53 YARDS, 4:29",1st & 10 at PIT 37,401326440
2342,cle,PUNT,"5 PLAYS, 24 YARDS, 1:17",1st & 10 at CLE 10,401326440
2343,pit,END OF HALF,"1 PLAY, 0 YARDS, 0:21",1st & 10 at PIT 35,401326440
2344,pit,PUNT,"3 PLAYS, 5 YARDS, 1:05",1st & 10 at PIT 27,401326440
2345,cle,TOUCHDOWN,"8 PLAYS, 86 YARDS, 4:19",1st & 10 at CLE 14,401326440
2346,pit,TOUCHDOWN,"12 PLAYS, 78 YARDS, 5:57",1st & 10 at PIT 22,401326440
2347,cle,PUNT,"3 PLAYS, 4 YARDS, 1:57",1st & 10 at CLE 40,401326440
2348,pit,TOUCHDOWN,"13 PLAYS, 83 YARDS, 5:38",1st & 10 at PIT 17,401326440
2349,cle,FUMBLE,"8 PLAYS, 59 YARDS, 5:00",1st & 10 at CLE 20,401326440
2350,pit,PUNT,"3 PLAYS, 3 YARDS, 1:42",1st & 10 at PIT 20,401326440
2351,cle,DOWNS,"8 PLAYS, 35 YARDS, 2:29",1st & 10 at CLE 39,401326440
2352,pit,DOWNS,"6 PLAYS, 49 YARDS, 1:53",1st & 10 at PIT 26,401326440
2353,det,PUNT,"4 PLAYS, 23 YARDS, 2:06",1st & 10 at DET 34,401326441
2354,phi,PUNT,"3 PLAYS, 5 YARDS, 0:59",1st & 10 at PHI 4,401326441
2355,det,MISSED FG,"6 PLAYS, 16 YARDS, 3:19",1st & 10 at PHI 45,401326441
2356,phi,TOUCHDOWN,"10 PLAYS, 63 YARDS, 5:25",1st & 10 at PHI 37,401326441
2357,det,PUNT,"3 PLAYS, -12 YARDS, 2:08",1st & 10 at DET 30,401326441
2358,phi,FIELD GOAL,"7 PLAYS, 36 YARDS, 3:13",1st & 10 at PHI 39,401326441
2359,det,PUNT,"9 PLAYS, 10 YARDS, 5:09",1st & 10 at DET 25,401326441
2360,phi,TOUCHDOWN,"8 PLAYS, 81 YARDS, 4:50",1st & 10 at PHI 19,401326441
2361,det,DOWNS,"12 PLAYS, 49 YARDS, 2:43",1st & 10 at DET 25,401326441
2362,phi,END OF HALF,"1 PLAY, -1 YARD, 0:08",1st & 10 at PHI 26,401326441
2363,phi,TOUCHDOWN,"11 PLAYS, 90 YARDS, 5:58",1st & 10 at PHI 10,401326441
2364,det,DOWNS,"5 PLAYS, 33 YARDS, 3:02",1st & 10 at DET 25,401326441
2365,phi,TOUCHDOWN,"9 PLAYS, 57 YARDS, 4:40",1st & 10 at PHI 43,401326441
2366,det,FUMBLE RETURN TOUCHDOWN,"1 PLAY, 8 YARDS, 0:11",1st & 10 at DET 25,401326441
2367,det,DOWNS,"4 PLAYS, 6 YARDS, 1:54",1st & 10 at DET 25,401326441
2368,phi,FIELD GOAL,"7 PLAYS, 23 YARDS, 4:22",1st & 10 at DET 31,401326441
2369,det,TOUCHDOWN,"11 PLAYS, 67 YARDS, 2:39",1st & 10 at DET 33,401326441
2370,phi,FIELD GOAL,"9 PLAYS, 26 YARDS, 5:25",1st & 10 at DET 49,401326441
2371,det,END OF GAME,"4 PLAYS, 13 YARDS, 1:49",1st & 10 at DET 21,401326441
2372,lar,TOUCHDOWN,"11 PLAYS, 75 YARDS, 5:28",1st & 10 at LAR 25,401326442
2373,hou,PUNT,"6 PLAYS, 20 YARDS, 4:34",1st & 10 at HOU 25,401326442
2374,lar,DOWNS,"10 PLAYS, 72 YARDS, 4:35",1st & 10 at LAR 25,401326442
2375,hou,PUNT,"3 PLAYS, 9 YARDS, 2:00",1st & 10 at HOU 4,401326442
